"taxon.name","X","variable.units","variable.element","variable.context","taxon.group","site.id","site.name","long","lat","iteration","age.older","age.younger","order","family","genus","NA"
"Platygonus compressus",31938,"present/absent","bone/tooth",NA,"Mammals",5666,"Guy Wilson Cave",-82.2166666666667,36.45,2430,19700,19700,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",418,"present/absent","bone/tooth",NA,"Mammals",3543,"Lubbock Lake [41LU1]",-101.892083333333,33.6204166666667,13,2070,870,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",13416,"present/absent","bone/tooth",NA,"Mammals",4246,"Laubach Cave No. 5 [Inner Space Cavern]",-97.6166666666667,30.6166666666667,802,35000,10000,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",3697,"NISP","bone/tooth",NA,"Mammals",3566,"Brynjulfson Cave #1",-92.2805555555556,38.8519444444444,43,34600,9440,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",30537,"MNI","bone/tooth",NA,"Mammals",5524,"Zoo Cave",-92.8666666666667,36.6166666666667,2281,110000,1,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",26629,"present/absent","bone/tooth",NA,"Mammals",5153,"Melbourne [Golf Course Locality]",-82.6833333333333,28.0666666666667,1891,40000,10000,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",38385,"present/absent","bone/tooth",NA,"Mammals",6335,"Galena Lead Region",-90.4477777777778,42.4102777777778,3130,110000,11500,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",104,"present/absent","bone/tooth",NA,"Mammals",3534,"Selby",-102.25,39.8666666666667,4,11710,7880,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",1372,"MNI","bone/tooth",NA,"Mammals",3565,"Bat Cave (US:Missouri:Pulaski)",-92.25,37.8666666666667,42,35000,10000,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",26939,"present/absent","bone/tooth",NA,"Mammals",5176,"Haile 8A",-82.5666666666667,29.7,1914,130000,110000,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",25755,"present/absent","bone/tooth",NA,"Mammals",5092,"Devil's Den",-82.3666666666667,29.3666666666667,1817,15000,10000,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",32370,"present/absent","bone/tooth",NA,"Mammals",5708,"Sheriden Pit [Indian Trail Caverns]",-83.3666666666667,40.8666666666667,2475,14000,11700,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",35414,"NISP","bone/tooth",NA,"Mammals",6036,"Ozark Underground Laboratory [Tumbling Creek Cave/Bear Cave]",-93,36.6166666666667,2813,110000,11500,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",13444,"present/absent","bone/tooth",NA,"Mammals",4248,"Laubach Cave No. 3 [Inner Space Cavern] [41343]",-97.6166666666667,30.6166666666667,804,23230,23230,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",3518,"present/absent","bone/tooth",NA,"Mammals",3564,"Ladd's Quarry",-84.8333333333333,34.15,41,11150,10190,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",40407,"NISP","mandibular ramus, teeth",NA,"Mammals",10210,"Pit Stop Quarry [NAU QSP locality 897]",-110.1,34.5,3335,NA,NA,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",28725,"MNI","bone/tooth",NA,"Mammals",5334,"Indun Rockshelter [12MO350]",-86.5,39.1166666666667,2084,20000,900,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",15504,"MNI","bone/tooth","articulated","Mammals",4435,"Hickman",-89.1166666666667,36.5,1024,70000,34000,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",28642,"present/absent","bone/tooth",NA,"Mammals",5327,"Megenity Peccary Cave",-86.5,38.25,2077,110000,1,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",3595,"MNI","bone/tooth",NA,"Mammals",3565,"Bat Cave (US:Missouri:Pulaski)",-92.25,37.8666666666667,42,35000,10000,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",574,"present/absent","bone/tooth",NA,"Mammals",3546,"Peccary Cave",-93,35.8666666666667,21,20000,10000,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",26900,"present/absent","bone/tooth",NA,"Mammals",5174,"Reddick 1A",-82.1833333333333,29.3666666666667,1912,120000,11500,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",35413,"MNI","bone/tooth",NA,"Mammals",6036,"Ozark Underground Laboratory [Tumbling Creek Cave/Bear Cave]",-93,36.6166666666667,2813,110000,11500,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",13614,"present/absent","bone/tooth",NA,"Mammals",4257,"Friesenhahn Cave",-98.3666666666667,29.6166666666667,813,NA,NA,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",15503,"MNI","bone/tooth",NA,"Mammals",4434,"Goodland Platygonus",-101.616666666667,39.25,1023,35000,10000,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",28953,"MNI","bone/tooth",NA,"Mammals",5355,"Patton Cave",-80.3988888888889,37.5433333333333,2105,13350,13350,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",32669,"NISP","bone/tooth",NA,"Mammals",5736,"Welsh Cave [15WD13]",-84.7472222222222,37.8736111111111,2504,12950,12950,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",22769,"present/absent","bone/tooth",NA,"Mammals",4904,"McKittrick [UCMP 1370]",-119.616666666667,35.3166666666667,1548,40000,10000,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",33380,"present/absent","bone/tooth",NA,"Mammals",5770,"Hall's Cave [41KR474] [41229]",-99.5416666666666,30.1333333333333,2539,1100,200,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",35715,"MNI","bone/tooth",NA,"Mammals",6073,"Roubidoux Cave [Indian Cave/Kraft Cave]",-92.1166666666667,37.75,2852,110000,1,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",33518,"present/absent","bone/tooth",NA,"Mammals",5782,"New Trout Cave",-79.3688888888889,38.6027777777778,2551,NA,NA,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",1473,"MNI","bone/tooth",NA,"Mammals",3566,"Brynjulfson Cave #1",-92.2805555555556,38.8519444444444,43,34600,9440,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",35370,"NISP","bone/tooth",NA,"Mammals",6032,"Crevice Cave [L'Hote Cave/Gorman Cave]",-89.8744444444444,37.7522222222222,2809,110000,1,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",35684,"present/absent","bone/tooth",NA,"Mammals",6059,"Jacobs Cave",-92.8666666666667,38.25,2838,110000,1,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",2327,"present/absent","bone/tooth",NA,"Mammals",3534,"Selby",-102.25,39.8666666666667,4,11710,7880,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",1295,"present/absent","bone/tooth",NA,"Mammals",3564,"Ladd's Quarry",-84.8333333333333,34.15,41,11150,10190,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",27909,"present/absent","bone/tooth",NA,"Mammals",5246,"Reddick 2C",-82.1833333333333,29.3666666666667,1992,120000,11500,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",27049,"present/absent","bone/tooth",NA,"Mammals",5181,"Arredondo 2A",-82.4,29.6166666666667,1919,120000,11500,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",3696,"MNI","bone/tooth",NA,"Mammals",3566,"Brynjulfson Cave #1",-92.2805555555556,38.8519444444444,43,34600,9440,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",16639,"present/absent","bone/tooth",NA,"Mammals",4522,"Castle Rock Cave",-90.6166666666667,43.1166666666667,1125,10000,8000,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",43998,"present/absent","bone",NA,"Mammals",16064,"Yarbrough Cave",-84.9341666666667,34.3686111111111,3754,NA,NA,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",26102,"present/absent","bone/tooth",NA,"Mammals",5134,"Santa Fe IA",-82.6166666666667,29.75,1860,20000,10000,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",26681,"present/absent","bone/tooth",NA,"Mammals",5155,"Seminole Field",-82.75,27.8,1893,110000,11500,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",35612,"MNI","bone/tooth",NA,"Mammals",6051,"Elisha Estes Cave [Forthview Cave]",-93.25,38.25,2828,110000,11500,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",1474,"NISP","bone/tooth",NA,"Mammals",3566,"Brynjulfson Cave #1",-92.2805555555556,38.8519444444444,43,34600,9440,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",35613,"NISP","bone/tooth",NA,"Mammals",6051,"Elisha Estes Cave [Forthview Cave]",-93.25,38.25,2828,110000,11500,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",27276,"present/absent","bone/tooth",NA,"Mammals",5197,"Monkey Jungle Hammock",-80.4333333333333,25.5666666666667,1937,20000,10000,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",2641,"present/absent","bone/tooth",NA,"Mammals",3543,"Lubbock Lake [41LU1]",-101.892083333333,33.6204166666667,13,2070,870,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",8156,"NISP","bone/tooth",NA,"Mammals",3864,"Brynjulfson Cave #2",-92.25,38.8666666666667,376,2460,1,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",13552,"present/absent","bone/tooth",NA,"Mammals",4255,"Zesch Cave",-99.25,30.75,811,35000,10000,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",9635,"MNI","bone/tooth",NA,"Mammals",3963,"Smith Falls Local Fauna",-100.116666666667,42.75,486,110000,11500,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",26650,"present/absent","bone/tooth",NA,"Mammals",5154,"Sebastian Canal",-80.5166666666667,27.8333333333333,1892,NA,NA,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",26722,"present/absent","bone/tooth",NA,"Mammals",5156,"Waccasassa River 2B and 3A",-82.6166666666667,29.25,1894,110000,11500,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",35706,"present/absent","bone/tooth",NA,"Mammals",6066,"Great Spirit Cave [Inca Cave/Maxey Cave]",-92.25,37.75,2845,110000,11500,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",26560,"present/absent","bone/tooth",NA,"Mammals",5151,"Vero",-80.4041666666667,27.65,1889,40000,10000,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",32668,"MNI","bone/tooth",NA,"Mammals",5736,"Welsh Cave [15WD13]",-84.7472222222222,37.8736111111111,2504,12950,12950,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",1201,"MNI","bone/tooth",NA,"Mammals",3562,"Baker Bluff Cave",-82.4666666666667,36.4583333333333,37,10560,1000,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",15475,"present/absent","bone/tooth",NA,"Mammals",4425,"Hot Run",-78.1055555555556,39.2394444444444,1014,11550,1150,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",29852,"NISP","bone/tooth",NA,"Mammals",5463,"Aubrey [41DN479]",-96.8666666666667,33.25,2220,13000,13000,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",22139,"present/absent","bone/tooth",NA,"Mammals",4865,"Rancho La Brea",-118.355995,34.062945,1507,32000,26000,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",34411,"MNI","bone/tooth",NA,"Mammals",5876,"Fremont",-83.2333333333333,41.3666666666667,2647,12920,9640,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",35674,"present/absent","bone/tooth",NA,"Mammals",6059,"Jacobs Cave",-92.8666666666667,38.25,2837,110000,1,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",8155,"MNI","bone/tooth",NA,"Mammals",3864,"Brynjulfson Cave #2",-92.25,38.8666666666667,376,2460,1,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",28052,"present/absent","bone/tooth",NA,"Mammals",5261,"American Falls",-112.866666666667,42.75,2007,125000,75000,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",26296,"present/absent","bone/tooth",NA,"Mammals",5144,"Cutler Hammock [Cutler Fossil Site] [8DA2001]",-80.3097222222222,25.6111111111111,1876,10000,9500,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",26922,"present/absent","bone/tooth",NA,"Mammals",5175,"Haile 7A",-82.5666666666667,29.7,1913,130000,110000,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",3424,"MNI","bone/tooth",NA,"Mammals",3562,"Baker Bluff Cave",-82.4666666666667,36.4583333333333,37,10560,1000,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",2652,"present/absent","bone/tooth",NA,"Mammals",3544,"Dutton",-102.25,39.6166666666667,14,11710,7880,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",34001,"present/absent","bone/tooth",NA,"Mammals",5845,"Lone Star Peccary Cave [24589]",-85.8666666666667,37.25,2616,15000,10000,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",2797,"present/absent","bone/tooth",NA,"Mammals",3546,"Peccary Cave",-93,35.8666666666667,21,20000,10000,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",1373,"NISP","bone/tooth",NA,"Mammals",3565,"Bat Cave (US:Missouri:Pulaski)",-92.25,37.8666666666667,42,35000,10000,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",35658,"present/absent","bone/tooth",NA,"Mammals",6059,"Jacobs Cave",-92.8666666666667,38.25,2836,110000,1,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",8398,"MNI","bone/tooth",NA,"Mammals",3885,"Jones",-100.366666666667,37.1166666666667,398,29000,26700,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",34002,"present/absent","bone/tooth",NA,"Mammals",5846,"Chickasaw Bluffs",-89.1166666666667,36.5,2617,70000,34000,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",32158,"present/absent","bone/tooth",NA,"Mammals",5687,"44WR61",-78.25,38.75,2453,6000,200,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus compressus",429,"present/absent","bone/tooth",NA,"Mammals",3544,"Dutton",-102.25,39.6166666666667,14,11710,7880,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus compressus"
"Platygonus P. vetus",35691,"present/absent","bone/tooth",NA,"Mammals",6060,"Klump Cave",-89.75,37.6166666666667,2839,110000,11500,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus P. vetus"
"Platygonus sp.",1568,"present/absent","bone/tooth",NA,"Mammals",3568,"Potter Creek Cave [5357,1055]",-122.280833333333,40.7838888888889,45,110000,11500,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus sp."
"Platygonus sp.",43280,"present/absent","bone",NA,"Mammals",14420,"Hereford Dump Locality [Mount Blanco]",-102.397222222222,34.815,3640,NA,NA,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus sp."
"Platygonus sp.",43508,"present/absent","bone",NA,"Mammals",14443,"Taunton [UWBM Locality A9326]",-119.344444444444,46.8030555555556,3663,NA,NA,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus sp."
"Platygonus sp.",13490,"present/absent","bone/tooth",NA,"Mammals",4252,"Clamp Cave",-98.75,31.1166666666667,808,35000,10000,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus sp."
"Platygonus sp.",35741,"present/absent","bone/tooth",NA,"Mammals",6081,"Tom Moore Cave",-89.8666666666667,37.6166666666667,2860,110000,11500,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus sp."
"Platygonus sp.",6097,"MNI","bone/tooth",NA,"Mammals",3680,"Levi Shelter [41TV49]",-98.1,30.3583333333333,179,35000,10000,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus sp."
"Platygonus sp.",43180,"present/absent","bone",NA,"Mammals",14412,"Donnelly Ranch",-103.5,37.125,3632,NA,NA,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus sp."
"Platygonus sp.",2378,"present/absent","bone/tooth",NA,"Mammals",3536,"Blackwater Draw Loc. 1",-103.316666666667,34.2833333333333,6,NA,NA,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus sp."
"Platygonus sp.",15285,"present/absent","bone/tooth",NA,"Mammals",4408,"Jewel Cave",-89.1166666666667,36.1166666666667,997,110000,11500,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus sp."
"Platygonus sp.",28076,"present/absent","bone/tooth",NA,"Mammals",5261,"American Falls",-112.866666666667,42.75,2007,125000,75000,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus sp."
"Platygonus sp.",13406,"present/absent","bone/tooth",NA,"Mammals",4245,"Lewisville 1978-1980",-97,33.1166666666667,801,11300,10900,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus sp."
"Platygonus sp.",15487,"present/absent","bone/tooth",NA,"Mammals",4430,"Gardner's Cave [CM6421]",-81,36.8666666666667,1019,110000,11500,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus sp."
"Platygonus sp.",14012,"present/absent","bone/tooth",NA,"Mammals",4289,"Mammoth Site of Hot Springs",-103.533333333333,43.4666666666667,846,26075,26075,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus sp."
"Platygonus sp.",32491,"present/absent","bone/tooth",NA,"Mammals",5719,"North Sulphur River",-95.75,33.3666666666667,2486,11135,9550,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus sp."
"Platygonus sp.",17666,"NISP","bone/tooth",NA,"Mammals",4609,"Murray Springs [EE:8:25]",-110.177222222222,31.5708333333333,1212,30000,22000,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus sp."
"Platygonus sp.",16541,"present/absent","bone/tooth",NA,"Mammals",4512,"Skyline Caverns",-78.25,38.8666666666667,1115,110000,11500,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus sp."
"Platygonus sp.",155,"present/absent","bone/tooth",NA,"Mammals",3536,"Blackwater Draw Loc. 1",-103.316666666667,34.2833333333333,6,NA,NA,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus sp."
"Platygonus sp.",16522,"present/absent","bone/tooth",NA,"Mammals",4507,"Smythe County Unnamed Cave",-81.5,36.75,1110,35000,8000,"Cetartiodactyla","Tayassuidae","Platygonus","Platygonus sp."
