"taxon.name","X","variable.units","variable.element","variable.context","taxon.group","site.id","site.name","long","lat","iteration","age.older","age.younger","order","family","genus","NA"
"Camelops hesternus",22602,"present/absent","bone/tooth",NA,"Mammals",4893,"Daggett Calico Lakes [1.76.35]",-116.833333333333,34.8833333333333,1537,13000,9000,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",40252,"NISP","phalanx",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3324,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",2337,"MNI","bone/tooth",NA,"Mammals",3535,"Lamb Spring",-105.066666666667,39.5,5,13140,11735,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",40017,"NISP","unciform; left",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3304,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",40240,"NISP","entocuneiform; left",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3324,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",40238,"NISP","cuneiform",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3324,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",23165,"present/absent","bone/tooth",NA,"Mammals",4943,"Mountain View Dump [USGS 1227]",-122.088333333333,37.4283333333333,1589,25000,20000,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",39992,"NISP","cuboid; left",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3304,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",40254,"NISP","scaphoid; left",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3324,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",18749,"present/absent","bone/tooth",NA,"Mammals",4694,"Dry Cave",-104.481944444444,32.3736111111111,1314,14470,10730,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",40022,"NISP","calcaneum; left",NA,"Mammals",10032,"White Mesa Fissure 2",-106.8,35.5333333333333,3305,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",40021,"NISP","astragalus; left",NA,"Mammals",10032,"White Mesa Fissure 2",-106.8,35.5333333333333,3305,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",40245,"NISP","lunate; right",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3324,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",19159,"present/absent","bone/tooth",NA,"Mammals",4697,"Isleta Cave No. 1 [UTEP42]",-106.75,34.8666666666667,1328,20000,1,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",17742,"present/absent","bone/tooth",NA,"Mammals",4624,"Fossil Lake",-120.366666666667,43.25,1227,65000,35000,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",19814,"present/absent","bone/tooth",NA,"Mammals",4723,"Astor Pass",-119.75,40.1166666666667,1358,18000,16000,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",40239,"NISP","ectomesocuneiform; left",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3324,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",22472,"present/absent","bone/tooth",NA,"Mammals",4886,"Kokoweef Cave [SBC1.11.13]",-115.5,35.4166666666667,1530,20000,10000,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",2328,"present/absent","bone/tooth",NA,"Mammals",3534,"Selby",-102.25,39.8666666666667,4,11710,7880,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",16884,"MNI","bone/tooth",NA,"Mammals",4562,"Tabernacle Crater [Fillmore Lava Tube]",-112.366666666667,38.8666666666667,1165,11500,10500,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",21963,"MNI","bone/tooth",NA,"Mammals",4863,"Costeau Pit [LACM 65129]",-117.616666666667,33.6166666666667,1500,110000,40000,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",16825,"present/absent","bone/tooth",NA,"Mammals",4538,"Hardman Gravel Pit [Hardman Pit]",-111.75,40.75,1141,18000,14500,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",28027,"present/absent","bone/tooth",NA,"Mammals",5261,"American Falls",-112.866666666667,42.75,2007,125000,75000,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",21964,"NISP","bone/tooth",NA,"Mammals",4863,"Costeau Pit [LACM 65129]",-117.616666666667,33.6166666666667,1500,110000,40000,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",23827,"MNI","bone/tooth",NA,"Mammals",4973,"Albuquerque Gravel Products Quarry",-106.5,35.1166666666667,1619,110000,11500,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",40246,"NISP","magnum; left",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3324,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",40020,"NISP","vertebra, cervical",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3304,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",40249,"NISP","metatarsal; left",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3324,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",24796,"MNI","bone/tooth",NA,"Mammals",5026,"Dam Local Fauna [ISUM 52002]",-112.75,42.75,1735,33000,21000,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",40028,"NISP","navicular; left",NA,"Mammals",10032,"White Mesa Fissure 2",-106.8,35.5333333333333,3305,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",22082,"MNI","bone/tooth",NA,"Mammals",4865,"Rancho La Brea",-118.355995,34.062945,1505,12500,11500,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",40029,"NISP","phalanx, distal (third); left",NA,"Mammals",10032,"White Mesa Fissure 2",-106.8,35.5333333333333,3305,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",24797,"NISP","bone/tooth",NA,"Mammals",5026,"Dam Local Fauna [ISUM 52002]",-112.75,42.75,1735,33000,21000,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",40031,"NISP","phalanx, proximal (first); left",NA,"Mammals",10032,"White Mesa Fissure 2",-106.8,35.5333333333333,3305,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",40242,"NISP","fibula; left; distal",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3324,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",39990,"NISP","astragalus; left",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3304,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",22774,"present/absent","bone/tooth",NA,"Mammals",4904,"McKittrick [UCMP 1370]",-119.616666666667,35.3166666666667,1548,40000,10000,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",40019,"NISP","vertebra, caudal",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3304,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",44340,"present/absent","bone",NA,"Mammals",16209,"Wizards Beach, Harrelson Skeletons [Pyramid Lake]",-119.700277777778,40.1191666666667,3823,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",425,"present/absent","bone/tooth",NA,"Mammals",3544,"Dutton",-102.25,39.6166666666667,14,11710,7880,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",16860,"NISP","bone/tooth",NA,"Mammals",4549,"Monroc Kearns Gravel Pit [Monroc Kearns Pit]",-112,40.6166666666667,1152,14500,11000,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",40023,"NISP","cuboid; left",NA,"Mammals",10032,"White Mesa Fissure 2",-106.8,35.5333333333333,3305,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",40024,"NISP","ectomesocuneiform; left",NA,"Mammals",10032,"White Mesa Fissure 2",-106.8,35.5333333333333,3305,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",22430,"present/absent","bone/tooth",NA,"Mammals",4885,"Antelope Cave [SBC1.10.10]",-115.5,35.3666666666667,1529,20000,10000,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",22971,"present/absent","bone/tooth",NA,"Mammals",4924,"Teichart Gravel Pit [UCMPV69129]",-121.370277777778,38.535,1568,112000,67000,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",40253,"NISP","radius; distal",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3324,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",40237,"NISP","cuboid; left",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3324,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",40255,"NISP","scaphoid; right",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3324,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",40025,"NISP","entocuneiform; left",NA,"Mammals",10032,"White Mesa Fissure 2",-106.8,35.5333333333333,3305,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",40553,"NISP","phalanx, proximal (first)",NA,"Mammals",10462,"White River",-139.996388888889,62.5780555555556,3346,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",40030,"NISP","phalanx, intermediate (second); left",NA,"Mammals",10032,"White Mesa Fissure 2",-106.8,35.5333333333333,3305,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",40247,"NISP","magnum; right",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3324,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops hesternus",42796,"present/absent","bone",NA,"Mammals",14335,"Bonnycastle Pit [EfPl-VP]",-113.916666666667,50.9166666666667,3557,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops hesternus"
"Camelops huerfanensis",17683,"MNI","bone/tooth",NA,"Mammals",4612,"Lehner [Lehner Ranch] [UALP14]",-110.05,31.3333333333333,1215,12000,10800,"Cetartiodactyla","Camelidae","Camelops","Camelops huerfanensis"
"Camelops huerfanensis",17731,"present/absent","bone/tooth",NA,"Mammals",4622,"Portell Conduit [UALP7024]",-110.116666666667,31.5,1225,30000,22000,"Cetartiodactyla","Camelidae","Camelops","Camelops huerfanensis"
"Camelops huerfanensis",17684,"NISP","bone/tooth",NA,"Mammals",4612,"Lehner [Lehner Ranch] [UALP14]",-110.05,31.3333333333333,1215,12000,10800,"Cetartiodactyla","Camelidae","Camelops","Camelops huerfanensis"
"Camelops kansanus",43327,"present/absent","bone",NA,"Mammals",14425,"Meade Locality NO. 11 [Mount Blanco] [TMM 31181]",-101.192777777778,33.8155555555556,3645,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops kansanus"
"Camelops minidokae",43919,"present/absent","bone",NA,"Mammals",16049,"Weber Dam 1 [V77097]",-118.86,39.045,3741,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops minidokae"
"Camelops sp.",43275,"present/absent","bone",NA,"Mammals",14419,"Henry Ranch",-110.016666666667,33.0166666666667,3639,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",8544,"present/absent","bone/tooth",NA,"Mammals",3890,"Porcupine Cave",-105.861388888889,38.7291666666667,405,8e+05,4e+05,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",8900,"present/absent","bone/tooth",NA,"Mammals",3910,"Quinlan Local Fauna",-99,36.3666666666667,433,1500000,120000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",19248,"present/absent","bone/tooth",NA,"Mammals",4703,"U-Bar Cave [LA5689]",-108.4337,31.4745,1334,40000,25000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",23052,"present/absent","bone/tooth",NA,"Mammals",4928,"Ano Nuevo State Reserve",-122.25,37.0833333333333,1573,40000,27000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",22868,"present/absent","bone/tooth",NA,"Mammals",4916,"Ballona Creek Wash [LACM 4250]",-118.116666666667,33.8666666666667,1560,40000,10000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",25158,"present/absent","bone/tooth",NA,"Mammals",5054,"Dove Springs Lignites [4708/4709]",-118,35.4,1780,15000,10000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",16317,"present/absent","bone/tooth",NA,"Mammals",4485,"Superior Sand Co.",-97.3666666666667,37.6166666666667,1088,110000,1,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",7301,"present/absent","bone/tooth",NA,"Mammals",3776,"Sheridan Elks Club Cemetery",-106.866666666667,44.75,277,110000,35000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",9633,"MNI","bone/tooth",NA,"Mammals",3963,"Smith Falls Local Fauna",-100.116666666667,42.75,486,110000,11500,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",766,"present/absent","bone/tooth",NA,"Mammals",3552,"Little Box Elder Cave [48CO287]",-105.616666666667,42.6166666666667,27,24000,10000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",14001,"present/absent","bone/tooth",NA,"Mammals",4289,"Mammoth Site of Hot Springs",-103.533333333333,43.4666666666667,846,26075,26075,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",38508,"present/absent","bone/tooth",NA,"Mammals",6364,"Muskox Cave",-104.5,32.1166666666667,3159,35000,1,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",18631,"present/absent","bone/tooth",NA,"Mammals",4687,"Shonto [MNA 186]",-110.645833333333,36.5633333333333,1307,33000,29000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",25015,"MNI","bone/tooth",NA,"Mammals",5038,"Fossil Lake Camel Site [35LK524]",-120.366666666667,43.25,1761,10200,9800,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",2373,"present/absent","bone/tooth",NA,"Mammals",3536,"Blackwater Draw Loc. 1",-103.316666666667,34.2833333333333,6,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",17716,"present/absent","bone/tooth",NA,"Mammals",4615,"Seff [UALP6915]",-110.25,31.8666666666667,1218,12000,10800,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",5711,"present/absent","bone/tooth",NA,"Mammals",3655,"Valley Farms",-96.25,32.25,143,35000,10000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",13483,"present/absent","bone/tooth",NA,"Mammals",4252,"Clamp Cave",-98.75,31.1166666666667,808,35000,10000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",20012,"present/absent","bone/tooth",NA,"Mammals",4746,"Whitewater Draw",-109.616666666667,31.3666666666667,1381,15000,10000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",19951,"present/absent","bone/tooth",NA,"Mammals",4740,"Fish Bone Cave",-119.279166666667,40.2022222222222,1375,12280,10000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",719,"present/absent","bone/tooth",NA,"Mammals",3551,"Bell Cave [48AB304]",-105.366666666667,41.75,26,13500,10000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",43918,"present/absent","bone",NA,"Mammals",16048,"Walker Lake Highway [26PMn9]",-118.754166666667,38.6483333333333,3740,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",22696,"present/absent","bone/tooth",NA,"Mammals",4898,"Tranquility [UCMPV44001]",-120.226944444444,36.6844444444444,1542,110000,1,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",150,"present/absent","bone/tooth",NA,"Mammals",3536,"Blackwater Draw Loc. 1",-103.316666666667,34.2833333333333,6,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",6699,"MNI","bone/tooth",NA,"Mammals",3705,"Agate Basin [48NO201]",-104.066666666667,43.3666666666667,206,10430,10220,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",24760,"present/absent","bone/tooth",NA,"Mammals",5024,"Murray Springs Conduit [UALP 6943]",-110.177222222222,31.5708333333333,1733,30000,22000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",17651,"NISP","bone/tooth",NA,"Mammals",4609,"Murray Springs [EE:8:25]",-110.177222222222,31.5708333333333,1212,30000,22000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",6828,"present/absent","bone/tooth",NA,"Mammals",3716,"Horned Owl Cave [48AB305]",-105.516666666667,41.5666666666667,217,35000,10000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",5750,"present/absent","bone/tooth",NA,"Mammals",3663,"Berclair Terrace Site 1 [TMM-31019]",-97.5,28.5,151,14000,10000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",43133,"present/absent","bone",NA,"Mammals",14408,"Comosi Wash [Comosi Local Fauna] [UALP 9]",-110.552777777778,31.4016666666667,3628,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",43204,"present/absent","bone",NA,"Mammals",14413,"Duncan",-109.104722222222,32.7213888888889,3633,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",43029,"present/absent","bone",NA,"Mammals",14399,"Beck Creek Local Fauna",-99.5,33.5,3621,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",35498,"MNI","bone/tooth",NA,"Mammals",1361,"Jones Spring",-93.35,38.066667,2822,160000,51000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",11691,"present/absent","bone/tooth",NA,"Mammals",4107,"False Cougar Cave",-108.3552,45.16575,633,5830,1600,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",22846,"present/absent","bone/tooth",NA,"Mammals",4912,"Dudley Ridge [Witt Site] [UCMPV75041]",-119.782777777778,35.9419444444444,1556,65000,11500,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",5675,"present/absent","bone/tooth",NA,"Mammals",3652,"Bonfire Shelter [41VV218]",-101.55,29.8166666666667,140,35000,10230,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",6651,"present/absent","bone/tooth",NA,"Mammals",3701,"Tina-Ann's Cave [48AB398]",-105.5,41.5,202,35000,2000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",2942,"present/absent","bone/tooth",NA,"Mammals",3551,"Bell Cave [48AB304]",-105.366666666667,41.75,26,13500,10000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",22711,"present/absent","bone/tooth",NA,"Mammals",4899,"Panamint Crater [Panamint Valley Sinkhole] [UALP 49]",-117.366666666667,36.25,1543,110000,11500,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",13591,"present/absent","bone/tooth",NA,"Mammals",4256,"Salt Creek [34]",-103.5,31.25,812,35000,10000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",17650,"MNI","bone/tooth",NA,"Mammals",4609,"Murray Springs [EE:8:25]",-110.177222222222,31.5708333333333,1212,30000,22000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",5431,"present/absent","bone/tooth",NA,"Mammals",3645,"Snake Creek Burial Cave",-114.116666666667,38.8666666666667,127,35000,10000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",865,"present/absent","bone/tooth",NA,"Mammals",3554,"Natural Trap Cave",-108.116666666667,44.8666666666667,29,10000,1,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",6718,"present/absent","bone/tooth",NA,"Mammals",3706,"Casper [48NA302]",-106.25,42.75,207,10060,9830,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",40327,"present/absent","bone/tooth",NA,"Mammals",4257,"Friesenhahn Cave",-98.3666666666667,29.6166666666667,3333,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",21494,"present/absent","bone/tooth",NA,"Mammals",4834,"Shelter Cave",-106.6,32.1833333333333,1469,13000,10000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",23036,"present/absent","bone/tooth",NA,"Mammals",4927,"Centennial Parkway Site [SBCM 2.6.1]",-115.116666666667,36.25,1572,110000,40000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",5720,"present/absent","bone/tooth",NA,"Mammals",3657,"Leo Boatwright Gravel Pit",-96,32.1166666666667,145,35000,10000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",43020,"present/absent","bone",NA,"Mammals",14396,"Bear Springs [Matthew Wash]",-109.948611111111,32.85,3618,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",6788,"present/absent","bone/tooth",NA,"Mammals",3711,"Colby [49WA322]",-107.866666666667,44,212,11200,10864,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",21644,"present/absent","bone/tooth",NA,"Mammals",4838,"Albuquerque [Albequerque Sand and Gravel Products Company]",-106.5,35,1473,12000,10000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",22527,"present/absent","bone/tooth",NA,"Mammals",4887,"Mitchell Caverns [LACM 3497]",-115.5,34.8666666666667,1531,35000,10000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",13454,"present/absent","bone/tooth",NA,"Mammals",4249,"Laubach Cave No. 2 [Inner Space Cavern] [40722]",-97.6166666666667,30.6166666666667,805,13970,13970,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",3743,"present/absent","bone/tooth",NA,"Mammals",3567,"Wilson Butte Cave [10Je6]",-114.216666666667,42.7666666666667,44,940,200,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",22743,"present/absent","bone/tooth",NA,"Mammals",4903,"Maricopa [Maricopa Brea] [LACM 6731]",-119.366666666667,35,1547,40000,10000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",17649,"present/absent","bone/tooth",NA,"Mammals",4609,"Murray Springs [EE:8:25]",-110.177222222222,31.5708333333333,1212,30000,22000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",3088,"present/absent","bone/tooth",NA,"Mammals",3554,"Natural Trap Cave",-108.116666666667,44.8666666666667,29,10000,1,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",13603,"present/absent","bone/tooth",NA,"Mammals",4257,"Friesenhahn Cave",-98.3666666666667,29.6166666666667,813,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",43915,"present/absent","bone",NA,"Mammals",16047,"Walker Lake General [V65210]",-118.735,38.6922222222222,3739,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",22888,"present/absent","bone/tooth",NA,"Mammals",4919,"Naval Housing Unit [LACM 5587]",-118.116666666667,33.7,1563,130000,120000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",23177,"present/absent","bone/tooth",NA,"Mammals",4944,"Sunnyvale Sewer [USGS 1218]",-121.866666666667,37.3666666666667,1590,110000,11500,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",16309,"present/absent","bone/tooth",NA,"Mammals",4484,"Oatville Sand Pit",-97.3666666666667,37.6166666666667,1087,110000,8000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",6153,"present/absent","bone/tooth",NA,"Mammals",3683,"Cueva Quebrada [41VV162A]",-101.4,29.7333333333333,182,14300,12280,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",42753,"NISP","bone",NA,"Mammals",14330,"Big Manhole Cave [BLM-NM-060-001]",-104.485555555556,32.2025,3553,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",22178,"present/absent","bone/tooth",NA,"Mammals",4867,"Conkling Cavern [Beasley Cave] [LACM 10091]",-106.5,32.25,1510,25000,10000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",18692,"present/absent","bone/tooth",NA,"Mammals",4690,"Gypsum Cave",-114.866666666667,36.2,1310,35000,10000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",8500,"present/absent","bone/tooth",NA,"Mammals",3890,"Porcupine Cave",-105.861388888889,38.7291666666667,403,8e+05,4e+05,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",15101,"present/absent","bone/tooth",NA,"Mammals",4384,"Elm Creek Local Fauna [Prairie Dogtown/Gregg Ranch]",-100.616666666667,36.75,973,11630,11410,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",1520,"present/absent","bone/tooth",NA,"Mammals",3567,"Wilson Butte Cave [10Je6]",-114.216666666667,42.7666666666667,44,940,200,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",7094,"present/absent","bone/tooth",NA,"Mammals",3752,"Casper City Dump",-106.25,42.75,253,110000,11500,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",6912,"present/absent","bone/tooth",NA,"Mammals",3726,"Carter/Kerr-McGee [48CA12]",-105.366666666667,44.25,227,11300,10900,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",43373,"present/absent","bone",NA,"Mammals",14433,"San Simon Power Line",-109.483611111111,32.5783333333333,3653,NA,NA,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
"Camelops sp.",22686,"present/absent","bone/tooth",NA,"Mammals",4897,"Lone Tree Point [UCMP 1355]",-122.273333333333,38.0355555555556,1541,120000,70000,"Cetartiodactyla","Camelidae","Camelops","Camelops sp."
